Time (ms),Accelerometer,Gyroscope,Angle
2205,3.18,-8.39,1.55
2208,2.29,-8.39,1.57
2211,2.07,-8.39,1.58
2213,1.84,-6.31,1.58
2216,1.84,-6.31,1.59
2219,1.84,-6.31,1.6
2222,1.84,-3.68,1.6
2225,2.29,-3.68,1.61
2228,2.29,-3.68,1.63
2230,3.18,-3.68,1.66
2233,3.18,1.71,1.69
2236,3.63,1.71,1.73
2239,3.63,1.71,1.77
2242,3.63,10.83,1.8
2244,3.63,10.83,1.84
2247,3.63,10.83,1.88
2250,2.96,22.01,1.9
2253,2.96,22.01,1.92
2256,2.51,22.01,1.93
2259,2.51,22.01,1.94
2261,2.51,32.9,1.95
2264,2.51,32.9,1.96
2267,2.51,32.9,1.98
2270,2.07,42.74,1.98
2273,2.07,42.74,1.98
2276,2.29,42.74,1.99
2279,2.29,50.11,1.99
2281,2.07,50.11,1.99
2284,2.07,50.11,1.99
2287,1.62,54.41,1.99
2290,1.62,54.41,1.98
2293,1.17,54.41,1.96
2296,1.4,54.41,1.95
2298,1.4,55.88,1.94
2301,0.5,55.88,1.91
2304,0.5,55.88,1.88
2307,0.5,54.75,1.86
2310,0.5,54.75,1.83
2313,-0.17,54.75,1.79
2316,-0.17,51.64,1.75
2319,-0.39,51.64,1.71
2322,-0.61,51.64,1.66
2325,-0.61,47.7,1.62
2327,-0.84,47.7,1.57
2330,-0.84,47.7,1.52
2333,-0.84,44.25,1.47
2336,-0.84,44.25,1.43
2339,-1.28,44.25,1.37
2343,-1.28,44.25,1.32
2346,-1.28,41.63,1.27
2348,-1.28,41.63,1.21
2351,-1.28,41.63,1.16
2354,-1.96,40.19,1.1
2357,-1.96,40.19,1.04
2360,-2.63,40.19,0.97
2363,-2.63,39.4,0.9
2366,-2.63,39.4,0.83
2369,-2.85,39.4,0.75
2371,-2.85,39.06,0.68
2374,-3.74,39.06,0.59
2377,-3.74,39.06,0.5
2380,-4.41,38.74,0.41
2384,-3.97,38.74,0.32
2386,-3.97,38.74,0.23
2390,-3.97,38.22,0.15
2392,-3.97,38.22,0.07
2395,-3.3,38.22,-0.0
2398,-4.19,38.22,-0.08
2402,-4.19,37.46,-0.17
2404,-4.41,37.46,-0.25
2409,-4.41,37.46,-0.33
2411,-4.19,36.44,-0.41
2413,-4.19,36.44,-0.49
2417,-4.41,36.44,-0.57
2420,-4.41,35.71,-0.64
2422,-4.41,35.71,-0.72
2425,-5.08,35.71,-0.81
2428,-5.08,34.96,-0.89
2431,-5.31,34.96,-0.98
2434,-5.31,34.96,-1.07
2437,-5.53,33.99,-1.15
2441,-5.75,33.99,-1.25
2444,-5.75,33.99,-1.34
2447,-6.42,32.43,-1.44
2449,-6.42,32.43,-1.54
2454,-6.87,32.43,-1.65
2456,-6.42,29.75,-1.74
2459,-6.42,29.75,-1.83
2462,-6.42,29.75,-1.93
2465,-6.42,25.72,-2.02
2468,-6.2,25.72,-2.1
2471,-5.98,25.72,-2.18
2474,-5.98,19.75,-2.25
2477,-6.42,19.75,-2.34
2480,-6.42,19.75,-2.42
2483,-6.65,12.77,-2.5
2486,-7.54,12.77,-2.6
2489,-7.32,12.77,-2.7
2492,-7.32,5.28,-2.79
2495,-7.32,5.28,-2.88
2498,-7.32,5.28,-2.97
2501,-7.32,-2.3,-3.06
2504,-7.09,-2.3,-3.14
2507,-8.21,-2.3,-3.24
2510,-8.21,-7.72,-3.34
2513,-7.77,-7.72,-3.43
2516,-7.77,-7.72,-3.51
2519,-7.09,-7.72,-3.59
2522,-8.88,-10.81,-3.69
2525,-8.88,-10.81,-3.8
2528,-6.87,-10.81,-3.86
2531,-6.87,-13.74,-3.92
2534,-5.75,-13.74,-3.95
2537,-5.75,-13.74,-3.99
2540,-5.31,-16.49,-4.02
2543,-5.75,-16.49,-4.05
2547,-5.75,-18.73,-4.08
2550,-6.42,-18.73,-4.13
2553,-6.2,-18.73,-4.17
2556,-6.2,-22.13,-4.21
2559,-6.42,-22.13,-4.26
2562,-6.42,-22.13,-4.3
2565,-7.09,-26.53,-4.36
2568,-7.77,-26.53,-4.43
2571,-7.77,-26.53,-4.49
2575,-7.09,-31.85,-4.54
2578,-7.09,-31.85,-4.6
2581,-6.2,-31.85,-4.63
2584,-6.65,-34.97,-4.67
2587,-6.65,-34.97,-4.71
2590,-5.31,-34.97,-4.72
2593,-5.31,-35.45,-4.73
2596,-5.53,-35.45,-4.75
2600,-5.31,-35.45,-4.76
2603,-5.31,-34.32,-4.77
2606,-5.31,-34.32,-4.78
2609,-4.41,-34.32,-4.77
2612,-5.08,-32.36,-4.78
2615,-3.97,-32.36,-4.76
2618,-3.97,-32.36,-4.75
2621,-3.97,-29.92,-4.73
2624,-3.97,-29.92,-4.72
2628,-3.97,-29.92,-4.7
2631,-3.97,-27.75,-4.69
2635,-3.97,-27.75,-4.67
2638,-3.3,-27.75,-4.64
2641,-3.3,-26.15,-4.62
2645,-3.3,-26.15,-4.59
2648,-3.97,-26.15,-4.58
2652,-3.97,-25.59,-4.57
2652,-4.64,-25.59,-4.57
2656,-5.31,-25.59,-4.58
2659,-5.31,-24.58,-4.6
2662,-4.64,-24.58,-4.6
2666,-4.64,-24.58,-4.6
2671,-4.19,-23.09,-4.59
2672,-3.3,-23.09,-4.56
2676,-3.3,-23.09,-4.54
2677,-3.52,-20.93,-4.52
2680,-3.52,-20.93,-4.5
2684,-3.74,-20.93,-4.48
2687,-3.74,-18.75,-4.47
2690,-3.74,-18.75,-4.45
2693,-3.74,-18.75,-4.44
2697,-3.74,-16.45,-4.43
2699,-3.74,-16.45,-4.41
2702,-3.52,-16.45,-4.39
2705,-3.52,-14.68,-4.38
2708,-2.85,-14.68,-4.35
2712,-3.74,-14.68,-4.33
2715,-3.52,-12.36,-4.32
2718,-3.07,-12.36,-4.29
2721,-3.07,-12.36,-4.27
2724,-2.4,-9.32,-4.23
2727,-3.3,-9.32,-4.21
2730,-2.63,-9.32,-4.18
2733,-2.85,-6.52,-4.15
2736,-2.85,-6.52,-4.13
2739,-2.63,-6.52,-4.1
2742,-2.63,-4.72,-4.07
2745,-1.73,-4.72,-4.02
2748,-2.18,-4.72,-3.99
2751,-2.18,-5.05,-3.95
2756,-3.07,-5.05,-3.93
2757,-3.07,-5.05,-3.91
2759,-3.74,-6.74,-3.91
2764,-3.74,-6.74,-3.91
2766,-3.97,-6.74,-3.91
2768,-4.19,-9.73,-3.91
2772,-4.19,-9.73,-3.92
2775,-4.19,-9.73,-3.93
2777,-4.19,-11.97,-3.93
2781,-3.74,-11.73,-3.93
2784,-3.3,-11.73,-3.91
2788,-3.3,-11.25,-3.9
2790,-2.85,-11.25,-3.88
2793,-2.85,-11.25,-3.86
2797,-2.63,-9.17,-3.84
2799,-1.96,-9.17,-3.8
2802,-1.96,-9.17,-3.76
2805,-2.85,-9.17,-3.74
2809,-2.85,-6.92,-3.72
2811,-2.85,-6.92,-3.71
2815,-2.63,-6.92,-3.69
2817,-2.63,-5.57,-3.66
2821,-2.4,-5.57,-3.64
2823,-2.4,-5.57,-3.61
2826,-2.63,-5.57,-3.59
2830,-2.63,-5.57,-3.58
2833,-3.07,-5.57,-3.57
2836,-3.3,-6.78,-3.56
2839,-3.3,-6.78,-3.55
2841,-3.3,-6.78,-3.55
2844,-3.3,-7.7,-3.54
2847,-2.63,-7.7,-3.53
2851,-2.18,-7.7,-3.5
2854,-2.18,-8.33,-3.47
2857,-2.63,-8.33,-3.46
2859,-2.63,-8.33,-3.44
2862,-3.07,-7.83,-3.43
2865,-3.07,-7.83,-3.42
2869,-3.3,-7.83,-3.42
2871,-3.52,-7.05,-3.42
2874,-3.52,-7.05,-3.43
2877,-3.3,-7.05,-3.42
2881,-3.3,-6.41,-3.42
2884,-3.3,-6.41,-3.42
2887,-3.3,-6.41,-3.42
2889,-3.3,-5.63,-3.41
2892,-2.85,-5.63,-3.4
2895,-2.85,-5.63,-3.39
2899,-2.63,-5.03,-3.38
2902,-2.63,-5.03,-3.36
2905,-2.63,-5.03,-3.35
2908,-2.18,-3.78,-3.32
2911,-2.18,-3.78,-3.3
2913,-2.4,-3.78,-3.28
2916,-2.4,-3.78,-3.26
2920,-2.4,-2.47,-3.25
2923,-1.51,-2.47,-3.21
2926,-1.51,-2.47,-3.18
2929,-1.06,-2.03,-3.14
2932,-1.06,-2.03,-3.09
2935,-2.18,-2.03,-3.08
2938,-1.73,-1.68,-3.05
2941,-1.73,-1.68,-3.02
2944,-1.51,-1.68,-2.99
2947,-1.51,-1.54,-2.96
2950,-1.06,-1.54,-2.92
2953,-0.17,-1.54,-2.87
2956,-0.61,-1.49,-2.82
2959,-1.06,-1.49,-2.79
2962,-1.06,-1.49,-2.75
2965,-1.51,-1.72,-2.73
2968,-1.51,-1.72,-2.71
2971,-1.28,-1.72,-2.68
2974,-0.84,-1.63,-2.64
2977,-0.84,-1.63,-2.6
2980,-0.61,-1.63,-2.56
2985,-0.61,-1.51,-2.53
2986,-1.51,-1.51,-2.5
2989,-1.51,-1.51,-2.49
2992,-1.51,-0.95,-2.47
2995,-1.73,-0.95,-2.45
2998,-1.73,-0.95,-2.44
3001,-2.4,-0.96,-2.44
3004,-2.4,-0.96,-2.44
3007,-2.4,-0.96,-2.43
3010,-2.4,-1.28,-2.43
3013,-2.4,-1.28,-2.43
3016,-2.63,-1.28,-2.44
3019,-2.63,-1.14,-2.44
3023,-2.85,-1.14,-2.45
3026,-1.96,-1.14,-2.44
3028,-1.96,-1.14,-2.43
3031,-2.4,-0.22,-2.43
3034,-2.4,-0.22,-2.43
3037,-1.73,-0.22,-2.41
3040,-1.73,1.07,-2.4
3043,-1.73,1.07,-2.39
3045,-1.73,1.07,-2.37
3048,-1.73,2.72,-2.36
3051,-2.18,2.72,-2.36
3054,-2.18,2.72,-2.35
3057,-3.07,4.45,-2.37
3060,-3.07,4.45,-2.38
3064,-2.18,4.45,-2.38
3065,-2.4,5.49,-2.38
3068,-2.4,5.49,-2.38
3071,-1.73,5.49,-2.37
3074,-1.73,5.99,-2.35
3077,-1.28,5.99,-2.33
3080,-1.28,5.99,-2.31
3083,-1.28,6.16,-2.29
3086,-1.28,6.16,-2.27
3089,-1.28,6.16,-2.25
3092,-1.28,6.16,-2.23
3095,-1.28,5.23,-2.21
3098,-1.51,5.23,-2.2
3100,-1.51,5.23,-2.18
3103,-1.28,4.09,-2.17
3106,-1.28,4.09,-2.15
3109,-1.06,4.09,-2.13
3112,-1.51,1.89,-2.12
3115,-1.51,1.89,-2.1
3118,-1.06,1.89,-2.08
3121,-1.06,-1.72,-2.06
3124,-1.73,-1.72,-2.06
3127,-0.84,-1.72,-2.03
3130,-1.51,-5.79,-2.02
3133,-1.06,-5.79,-2.0
3136,-1.06,-5.79,-1.98
3139,-1.28,-8.88,-1.97
3142,-1.28,-8.88,-1.95
3145,-0.84,-8.88,-1.93
3148,-0.61,-10.9,-1.91
3151,-0.61,-10.9,-1.88
3154,-0.17,-10.9,-1.85
3157,-0.17,-11.75,-1.81
3161,-0.61,-11.75,-1.79
3164,-0.84,-11.75,-1.77
3167,-0.84,-12.21,-1.75
3170,-1.06,-12.21,-1.74
3173,-1.06,-12.21,-1.72
3176,-0.61,-12.52,-1.7
3179,-0.84,-12.52,-1.68
3182,-0.84,-12.52,-1.67
3185,-2.18,-11.74,-1.68
3189,-2.18,-11.74,-1.69
3192,-1.96,-11.74,-1.69
3195,-2.18,-10.85,-1.7
3198,-2.18,-10.85,-1.71
3201,-2.4,-10.85,-1.73
3204,-2.4,-9.88,-1.74
3207,-2.4,-9.88,-1.75
3210,-1.96,-9.88,-1.76
3213,-1.96,-8.44,-1.76
3216,-2.4,-8.44,-1.77
3219,-2.4,-8.44,-1.79
3222,-1.51,-5.93,-1.78
3225,-1.28,-5.93,-1.77
3228,-1.28,-5.93,-1.76
3231,-1.51,-5.93,-1.76
3234,-1.51,-1.9,-1.75
3237,-1.28,-1.9,-1.74
3240,-1.28,-1.9,-1.73
3243,-1.06,2.81,-1.72
3246,-0.61,2.81,-1.7
3249,-0.61,2.81,-1.68
3252,-0.17,7.89,-1.65
3255,-0.17,7.89,-1.62
3257,-0.84,7.89,-1.6
3260,-0.84,11.52,-1.58
3264,-1.06,11.52,-1.57
3267,-1.06,11.52,-1.56
3270,-1.06,12.05,-1.55
3273,-0.84,12.05,-1.54
3276,-0.84,12.05,-1.53
3279,-0.84,10.13,-1.51
3282,-0.61,10.13,-1.49
3285,-0.61,10.13,-1.48
3288,-0.61,7.49,-1.46
3290,-0.61,7.49,-1.44
3293,-0.39,7.49,-1.42
3296,-0.39,5.82,-1.4
3299,-0.17,5.82,-1.38
3302,-0.17,5.82,-1.35
3305,-0.17,5.82,-1.33
3308,0.06,5.87,-1.3
3311,0.06,5.87,-1.27
3314,-0.17,5.87,-1.25
3317,-0.17,6.14,-1.23
3319,0.73,6.14,-1.19
3322,0.73,6.14,-1.15
3325,0.73,5.53,-1.11
3328,0.5,5.53,-1.08
3331,0.5,5.53,-1.05
3334,0.73,4.24,-1.01
3336,0.73,4.24,-0.98
3339,1.17,4.24,-0.94
3342,1.17,4.24,-0.89
3345,1.62,1.57,-0.84
3348,1.62,1.57,-0.8
3350,1.84,1.57,-0.74
3353,2.07,-0.41,-0.69
3356,2.07,-0.41,-0.63
3359,1.17,-0.41,-0.6
3362,1.17,-1.59,-0.56
3365,1.17,-1.59,-0.53
3368,1.17,-1.59,-0.49
3371,0.28,-2.22,-0.48
3374,-0.84,-2.22,-0.48
3377,-0.84,-2.22,-0.49
3380,-0.39,-1.86,-0.49
3383,-0.39,-1.86,-0.49
3386,-0.17,-1.86,-0.48
3389,-0.17,-1.13,-0.47
3392,0.06,-1.13,-0.46
3395,-0.39,-1.13,-0.46
3398,-0.39,-1.13,-0.46
3401,0.5,-0.7,-0.44
3404,0.5,-0.7,-0.42
3407,0.5,-0.7,-0.4
3409,0.5,0.24,-0.39
3412,0.73,0.24,-0.36
3415,1.84,0.24,-0.32
3418,1.84,2.23,-0.28
3421,2.07,2.23,-0.23
3423,2.07,2.23,-0.18
3426,1.84,4.4,-0.14
3429,1.84,4.4,-0.1
3432,0.95,4.4,-0.08
3435,1.84,4.4,-0.04
3438,1.17,5.5,-0.02
3440,1.17,5.5,0.01
3443,1.17,5.5,0.03
3446,0.5,5.91,0.04
3449,0.5,5.91,0.05
3451,-0.84,5.91,0.03
3454,-0.84,6.26,0.01
3458,-0.17,6.26,0.01
3460,-0.17,6.26,0.0
3463,0.28,6.26,0.01
3465,0.28,7.11,0.02
3468,0.5,7.11,0.03
3471,0.5,7.11,0.04
3473,0.28,9.35,0.04
3476,0.5,9.35,0.05
3479,0.5,9.35,0.06
3482,1.84,11.59,0.09
3485,1.84,11.59,0.13
3488,2.74,11.59,0.18
3490,2.74,11.59,0.23
3493,3.18,14.28,0.29
3496,3.18,14.28,0.35
3499,3.63,14.28,0.41
3502,4.52,16.69,0.5
3505,4.08,16.69,0.57
3507,3.41,16.69,0.63
3510,3.41,17.25,0.68
3513,3.41,17.25,0.74
3516,3.41,17.25,0.79
3519,3.85,17.06,0.85
3522,3.85,17.06,0.91
3525,3.41,17.06,0.96
3527,3.41,17.06,1.01
3530,3.18,15.86,1.05
3533,2.74,15.86,1.09
3536,2.74,15.86,1.12
3539,2.74,13.73,1.15
3542,2.74,13.73,1.18
3545,2.51,13.73,1.21
3547,2.51,11.16,1.24
3550,2.74,11.16,1.27
3553,3.63,11.16,1.31
3556,3.41,8.99,1.36
3559,4.08,8.99,1.41
3561,4.08,8.99,1.46
3564,4.75,8.99,1.53
3567,4.75,7.96,1.59
3570,5.87,7.96,1.68
3572,5.87,7.96,1.76
3575,7.21,7.91,1.87
3578,7.21,7.91,1.98
3580,6.54,7.91,2.07
3583,6.54,7.71,2.16
3586,4.75,7.71,2.21
3589,4.75,7.71,2.26
3591,3.41,7.71,2.28
3594,2.51,5.98,2.29
3597,2.51,5.98,2.29
3600,1.84,5.98,2.28
3602,1.84,2.45,2.28
3605,1.17,2.45,2.25
3608,1.17,2.45,2.23
3611,1.17,2.45,2.21
3613,1.17,-1.72,2.19
3616,0.95,-1.72,2.17
3619,0.95,-1.72,2.14
3622,2.07,-5.36,2.14
3625,2.07,-5.36,2.14
3628,2.74,-5.36,2.15
3630,3.41,-6.87,2.17
3633,3.41,-6.87,2.2
3636,3.41,-6.87,2.22
3639,3.41,-4.94,2.25
3642,3.85,-4.94,2.28
3645,3.85,-4.94,2.31
3647,4.08,-4.94,2.35
3650,4.08,-1.29,2.38
3653,3.18,-1.29,2.4
3656,3.18,-1.29,2.41
3659,2.96,2.13,2.42
3661,2.96,2.13,2.43
3664,2.96,2.13,2.45
3667,2.74,3.5,2.45
3670,2.74,3.5,2.46
3672,3.18,3.5,2.47
3675,3.18,3.5,2.49
3678,2.74,3.05,2.49
3681,2.74,3.05,2.5
3683,2.07,3.05,2.49
3686,2.07,1.82,2.48
3689,2.07,1.82,2.47
3692,2.07,1.82,2.46
3694,2.07,1.03,2.45
3697,1.17,1.03,2.43
3700,1.62,1.03,2.41
3703,1.62,1.03,2.4
3705,1.62,1.3,2.38
3708,1.4,1.3,2.36
3711,1.4,1.3,2.34
3714,1.62,1.74,2.33
3716,1.62,1.74,2.31
3719,2.07,1.74,2.31
3722,2.07,1.74,2.3
3725,2.51,2.43,2.31
3727,2.51,2.43,2.31
3730,2.74,2.43,2.32
3733,2.74,3.05,2.33
3735,2.29,3.05,2.33
3738,1.4,3.05,2.31
3741,1.4,2.77,2.29
3744,1.17,2.77,2.27
3746,1.17,2.77,2.25
3749,0.95,2.77,2.22
3752,0.95,0.62,2.2
3755,-0.39,0.62,2.14
3758,-0.39,0.62,2.09
3760,0.06,-1.61,2.05
3763,0.06,-1.61,2.01
3766,0.73,-1.61,1.99
3769,-0.17,-2.86,1.94
3772,0.06,-2.86,1.91
3775,-0.39,-2.86,1.86
3778,-0.39,-2.86,1.81
3781,-1.06,-3.15,1.76
3783,-1.06,-3.15,1.7
3786,-0.61,-3.15,1.65
3789,-0.61,-2.51,1.61
3792,-0.84,-2.51,1.56
3795,-0.84,-2.51,1.51
3798,-0.84,-0.04,1.47
3801,-1.06,-0.04,1.41
3804,-1.06,-0.04,1.37
3807,-1.06,4.45,1.32
3810,-1.06,4.45,1.27
3812,-0.17,4.45,1.24
3815,-0.17,10.14,1.21
3818,-0.17,10.14,1.18
3821,-0.17,10.14,1.16
3824,-0.17,10.14,1.13
3827,0.28,15.48,1.11
3830,0.28,15.48,1.1
3833,1.62,15.48,1.11
3835,1.62,20.62,1.12
3838,2.51,20.62,1.15
3841,3.41,20.62,1.19
3844,3.41,25.02,1.24
3847,3.41,25.02,1.28
3850,3.41,25.02,1.32
3853,3.85,27.63,1.37
3855,3.85,27.63,1.42
3858,4.08,27.63,1.48
3861,4.08,27.63,1.53
3864,4.3,27.68,1.58
3867,4.52,27.68,1.64
3870,4.52,27.68,1.7
3872,4.52,24.13,1.76
3875,4.52,24.13,1.81
3878,3.85,24.13,1.85
3881,3.85,18.46,1.89
3884,4.08,18.46,1.94
3887,4.08,18.46,1.98
3890,4.75,13.23,2.03
3892,4.75,13.23,2.09
3895,4.75,13.23,2.14
3898,3.63,13.23,2.17
3901,3.63,8.65,2.2
3904,3.18,8.65,2.22
3906,3.18,8.65,2.24
3909,3.85,4.34,2.27
3912,3.85,4.34,2.3
3915,3.41,4.34,2.33
3917,3.41,0.74,2.35
3920,2.74,0.74,2.35
3923,2.74,0.74,2.36
3926,2.51,0.74,2.37
3928,2.29,-1.01,2.36
3931,2.29,-1.01,2.36
3934,2.07,-1.01,2.36
3937,2.07,-0.18,2.35
3940,1.84,-0.18,2.34
3943,1.84,-0.18,2.33
3945,1.17,2.66,2.31
3948,1.17,2.66,2.28
3951,0.73,2.66,2.25
3954,0.73,2.66,2.22
3956,0.95,7.35,2.2
3959,1.17,7.35,2.18
3962,1.17,7.35,2.16
3965,1.4,13.5,2.14
3968,1.4,13.5,2.13
3970,0.95,13.5,2.1
3973,0.95,19.5,2.08
3977,0.5,19.5,2.05
3979,0.5,19.5,2.02
3982,1.4,25.04,2.01
3985,1.4,25.04,1.99
3987,1.84,25.04,1.99
3991,1.84,25.04,1.99
3993,1.84,29.99,1.98
3996,1.17,29.99,1.97
4000,1.17,29.99,1.95
4002,0.5,34.45,1.92
4005,0.5,34.45,1.89
4007,0.95,34.45,1.88
4010,0.06,38.3,1.84
4014,-0.39,38.3,1.8
4017,-1.28,38.3,1.73
4019,-1.28,43.13,1.67
4022,-3.07,43.13,1.58
4025,-3.07,43.13,1.49
4028,-3.97,43.13,1.38
4031,-3.97,48.37,1.27
4034,-4.19,48.37,1.16
4037,-5.08,48.37,1.04
4040,-5.08,53.8,0.91
4043,-5.53,53.8,0.78
4045,-5.53,53.8,0.66
4048,-5.98,59.36,0.53
4051,-5.98,59.36,0.39
4054,-5.53,59.36,0.28
4057,-5.53,64.93,0.16
4060,-5.53,64.93,0.05
4063,-4.64,64.93,-0.05
4066,-4.64,70.92,-0.14
4073,-3.74,70.92,-0.21
4074,-4.64,70.92,-0.3
4078,-4.41,77.45,-0.38
4079,-4.64,77.45,-0.47
4081,-4.64,77.45,-0.55
4085,-4.19,82.51,-0.62
4090,-4.19,82.51,-0.69
4090,-4.41,82.51,-0.77
4093,-5.08,86.32,-0.86
4096,-5.08,86.32,-0.94
4099,-5.31,86.32,-1.03
4102,-5.31,87.89,-1.11
4106,-6.2,87.89,-1.21
4109,-6.2,87.89,-1.31
4113,-6.2,87.89,-1.41
4115,-5.98,86.94,-1.5
4118,-5.98,86.94,-1.59
4121,-6.87,86.94,-1.7
4125,-8.66,84.21,-1.84
4127,-8.44,84.21,-1.97
4130,-8.66,84.21,-2.1
4133,-8.66,79.32,-2.23
4135,-9.33,79.32,-2.38
4139,-9.33,79.32,-2.52
4142,-9.78,73.29,-2.66
4145,-10.0,73.29,-2.81
4148,-10.0,73.29,-2.95
4151,-10.67,67.44,-3.11
4154,-10.67,67.44,-3.26
4157,-11.34,67.44,-3.42
4161,-12.01,61.26,-3.59
4164,-12.01,61.26,-3.76
4167,-12.9,61.26,-3.94
4170,-12.9,55.83,-4.12
4173,-12.68,55.83,-4.29
4176,-14.02,55.83,-4.49
4181,-14.02,51.9,-4.68
4182,-14.47,51.9,-4.87
4185,-14.69,51.9,-5.07
4188,-14.69,49.36,-5.26
4193,-15.14,49.36,-5.46
4195,-15.14,49.36,-5.65
4197,-14.25,48.15,-5.82
4201,-14.69,48.15,-6.0
4204,-14.69,47.78,-6.18
4208,-14.92,47.78,-6.35
4211,-14.92,47.78,-6.52
4214,-15.36,48.24,-6.7
4216,-15.36,48.24,-6.87
